재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	24,567,872,355	24,567,872,355	46,450,689,051	46,450,689,051		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	13,575,299,808	13,575,299,808	11,286,984,057	11,286,984,057		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	25,218,809,127	25,218,809,127	26,320,165,835	26,320,165,835		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	3,112,621,436	3,112,621,436	3,127,465,540	3,127,465,540		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	4,695,763,150	4,695,763,150	16,481,257,454	16,481,257,454		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	11,341,221,322	11,341,221,322	18,063,715,359	18,063,715,359		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,667,500,791	2,667,500,791	3,639,017,701	3,639,017,701		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	8,673,720,531	8,673,720,531	14,424,697,658	14,424,697,658		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익	209	209	546	546		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	243,736,208,590	243,736,208,590	225,803,046,210	225,803,046,210		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	152,430,235,692	152,430,235,692	133,623,375,136	133,623,375,136		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	91,305,972,898	91,305,972,898	92,179,671,074	92,179,671,074		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	30,752,466,946	30,752,466,946	27,477,092,571	27,477,092,571		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	60,553,505,952	60,553,505,952	64,702,578,503	64,702,578,503		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,540,022,993	1,540,022,993	3,830,998,274	3,830,998,274		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,897,879,872	1,897,879,872	5,788,871,837	5,788,871,837		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	4,873,819,973	4,873,819,973	6,625,633,239	6,625,633,239		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	1,983,430,283	1,983,430,283	3,745,749,131	3,745,749,131		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	63,086,038,763	63,086,038,763	65,624,589,048	65,624,589,048		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	15,337,914,545	15,337,914,545	10,680,009,105	10,680,009,105		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	47,748,124,218	47,748,124,218	54,944,579,943	54,944,579,943		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	47,748,124,218	47,748,124,218	54,944,579,943	54,944,579,943		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	1,099	1,099	1,265	1,265		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	1,099	1,099	1,265	1,265		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	8,446,706,687	8,446,706,687	437,733,663,670	437,733,663,670		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	9,318,392,245	9,318,392,245	228,981,898,489	228,981,898,489		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	-871,685,558	-871,685,558	208,751,765,181	208,751,765,181		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	5,015,553,089	5,015,553,089	26,133,359,238	26,133,359,238		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	-5,887,238,647	-5,887,238,647	182,618,405,943	182,618,405,943		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	2,803,663,397	2,803,663,397	3,705,173,749	3,705,173,749		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	1,070,182,340	1,070,182,340	5,581,037,822	5,581,037,822		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,264,922,280	1,264,922,280	15,159,911,099	15,159,911,099		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	4,270,487,633	4,270,487,633	5,717,774,197	5,717,774,197		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-7,159,322,943	-7,159,322,943	190,184,678,772	190,184,678,772		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,531,322,911	2,531,322,911	20,231,464,784	20,231,464,784		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_20215164548873_IncomeStatementAbstract	계속영업분기순이익(손실)	-9,690,645,854	-9,690,645,854	169,953,213,988	169,953,213,988		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151645430625_IncomeStatementAbstract	중단영업분기순이익	454,404,036,281	454,404,036,281	138,177,431,696	138,177,431,696		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	444,713,390,427	444,713,390,427	308,130,645,684	308,130,645,684		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)	-569	-569	4,402	4,402		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151645522919_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)	-541	-541	4,414	4,414		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)	26,564	26,564	3,580	3,580		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_20215164571658_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)	26,564	26,564	3,580	3,580		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	417,488,989,253	417,488,989,253	424,702,163,492	424,702,163,492		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	336,108,517,137	336,108,517,137	346,994,159,292	346,994,159,292		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	81,380,472,116	81,380,472,116	77,708,004,200	77,708,004,200		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	18,388,321,067	18,388,321,067	7,855,968,954	7,855,968,954		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	62,992,151,049	62,992,151,049	69,852,035,246	69,852,035,246		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,362,507,592	1,362,507,592	1,665,678,236	1,665,678,236		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,038,583,373	1,038,583,373	144,175,854	144,175,854		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	9,927,516,935	9,927,516,935	1,282,616,666	1,282,616,666		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	2,998,482,844	2,998,482,844	2,123,310,290	2,123,310,290		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	70,245,109,359	70,245,109,359	70,532,844,004	70,532,844,004		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	16,028,764,474	16,028,764,474	16,850,627,928	16,850,627,928		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	54,216,344,885	54,216,344,885	53,682,216,076	53,682,216,076		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	2,446	2,446	3,537	3,537		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	2,327	2,327	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	1,196,499,219,719	1,196,499,219,719				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	972,902,524,732	972,902,524,732				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	223,596,694,987	223,596,694,987				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	100,001,060,038	100,001,060,038				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	123,595,634,949	123,595,634,949				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	46,034,606,856	46,034,606,856				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	28,052,614,996	28,052,614,996				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	26,129,119,359	26,129,119,359				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	18,996,460,730	18,996,460,730				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	148,710,285,438	148,710,285,438				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	32,947,442,110	32,947,442,110				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	115,762,843,328	115,762,843,328				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 분기 기본 및 희석 주당이익	5,396	5,396				
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   우선주 분기 기본 및 희석 주당이익	5,396	5,396				
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	44,416,973,810	44,416,973,810	42,563,061,865	42,563,061,865		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	38,069,831,440	38,069,831,440	36,367,506,556	36,367,506,556		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	6,347,142,370	6,347,142,370	6,195,555,309	6,195,555,309		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	3,103,337,287	3,103,337,287	2,647,850,812	2,647,850,812		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	3,243,805,083	3,243,805,083	3,547,704,497	3,547,704,497		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	1,433,658,043	1,433,658,043	1,706,910,595	1,706,910,595		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	667,164,138	667,164,138	1,267,786,986	1,267,786,986		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	385,024,941	385,024,941	351,478,150	351,478,150		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	157,726,930	157,726,930	160,370,973	160,370,973		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	4,237,596,999	4,237,596,999	4,177,935,283	4,177,935,283		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	998,351,442	998,351,442	990,478,945	990,478,945		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	3,239,245,557	3,239,245,557	3,187,456,338	3,187,456,338		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	202	202	199	199		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	117,226,000,000	117,226,000,000	207,628,000,000	207,628,000,000		
손익계산서, 기능별 분류 - 별도재무제표	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	117,226,000,000	117,226,000,000	207,628,000,000	207,628,000,000		
