재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	270,086,443,000	270,086,443,000	524,746,527,000	524,746,527,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	98,598,516,000	98,598,516,000	161,451,801,000	161,451,801,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	171,487,927,000	171,487,927,000	363,294,726,000	363,294,726,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의소유주	52,226,070,000	52,226,070,000	152,375,577,000	152,375,577,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	119,261,857,000	119,261,857,000	210,919,149,000	210,919,149,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주주당순이익	1,557	1,557	4,543	4,543		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주희석주당순이익	1,557	1,557	4,543	4,543		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	2,692,602,872,714	2,692,602,872,714	2,515,360,835,746	2,515,360,835,746		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	2,469,345,560,533	2,469,345,560,533	2,293,695,777,780	2,293,695,777,780		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	223,257,312,181	223,257,312,181	221,665,057,966	221,665,057,966		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	175,137,506,482	175,137,506,482	163,476,721,113	163,476,721,113		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	48,119,805,699	48,119,805,699	58,188,336,853	58,188,336,853		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	22,345,494,090	22,345,494,090	28,187,423,810	28,187,423,810		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	46,895,693,110	46,895,693,110	54,866,279,214	54,866,279,214		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	6,491,316,384	6,491,316,384	4,556,180,356	4,556,180,356		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	6,950,051,805	6,950,051,805	20,864,772,565	20,864,772,565		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	지분법손익	2,173,226,196	2,173,226,196	2,147,777,234	2,147,777,234		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	25,284,097,454	25,284,097,454	17,348,666,474	17,348,666,474		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	6,645,734,968	6,645,734,968	5,990,209,345	5,990,209,345		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	18,638,362,486	18,638,362,486	11,358,457,129	11,358,457,129		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	12,800,537,143	12,800,537,143	15,758,618,224	15,758,618,224		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	5,837,825,343	5,837,825,343	-4,400,161,095	-4,400,161,095		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익	416	416	620	620		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	243,736,208,590	243,736,208,590	225,803,046,210	225,803,046,210		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	152,430,235,692	152,430,235,692	133,623,375,136	133,623,375,136		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	91,305,972,898	91,305,972,898	92,179,671,074	92,179,671,074		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	30,715,228,311	30,715,228,311	27,436,364,493	27,436,364,493		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	60,590,744,587	60,590,744,587	64,743,306,581	64,743,306,581		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,559,843,636	1,559,843,636	3,910,476,111	3,910,476,111		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,897,879,872	1,897,879,872	5,788,871,837	5,788,871,837		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	4,873,819,973	4,873,819,973	6,625,633,239	6,625,633,239		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	1,983,430,283	1,983,430,283	3,745,749,131	3,745,749,131		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익	5,365,468	5,365,468	36,258	36,258		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	63,148,463,509	63,148,463,509	65,744,831,221	65,744,831,221		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	15,337,914,545	15,337,914,545	10,680,009,105	10,680,009,105		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	47,810,548,964	47,810,548,964	55,064,822,116	55,064,822,116		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	47,810,548,964	47,810,548,964	55,064,822,116	55,064,822,116		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	47,810,548,964	47,810,548,964	55,064,822,116	55,064,822,116		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	1,100	1,100	1,268	1,268		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	1,100	1,100	1,268	1,268		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	509,907,602,348	509,907,602,348	385,859,893,985	385,859,893,985		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	394,190,419,118	394,190,419,118	322,566,911,508	322,566,911,508		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	115,717,183,230	115,717,183,230	63,292,982,477	63,292,982,477		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	49,765,942,853	49,765,942,853	40,738,118,724	40,738,118,724		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	65,951,240,377	65,951,240,377	22,554,863,753	22,554,863,753		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	36,787,194,111	36,787,194,111	4,575,716,709	4,575,716,709		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	3,796,119,435	3,796,119,435	6,028,478,021	6,028,478,021		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	5,885,076,522	5,885,076,522	17,642,933,815	17,642,933,815		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	21,754,871,043	21,754,871,043	16,011,821,240	16,011,821,240		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익	158,482,611,300	158,482,611,300	-30,147,053,329	-30,147,053,329		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	241,555,131,832	241,555,131,832	-7,413,838,313	-7,413,838,313		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	30,201,031,157	30,201,031,157	-7,215,793,786	-7,215,793,786		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151520712901_IncomeStatementAbstract	계속영업분기순이익(손실)	211,354,100,675	211,354,100,675	-198,044,527	-198,044,527		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151520857101_IncomeStatementAbstract	중단영업분기순이익	113,261,652,656	113,261,652,656	223,396,592,104	223,396,592,104		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	324,615,753,331	324,615,753,331	223,198,547,577	223,198,547,577		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	318,127,919,935	318,127,919,935	198,910,682,089	198,910,682,089		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_2021515201052629_ProfitLossAttributableToOwnersOfParent	      계속영업분기순이익(손실)	204,866,267,279	204,866,267,279	-6,081,235,443	-6,081,235,443		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_2021515201140126_ProfitLossAttributableToOwnersOfParent	      중단영업분기순이익	113,261,652,656	113,261,652,656	204,991,917,532	204,991,917,532		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	6,487,833,396	6,487,833,396	24,287,865,488	24,287,865,488		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151520120698_ProfitLossAttributableToNoncontrollingInterests	      계속영업분기순이익	6,487,833,396	6,487,833,396	5,883,190,916	5,883,190,916		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_2021515201253767_ProfitLossAttributableToNoncontrollingInterests	      중단영업분기순이익			18,404,674,572	18,404,674,572		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)	11,974	11,974	-159	-159		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)	6,621	6,621	5,311	5,311		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_2021515201715959_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)	12,001	12,001	-146	-146		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2021-03-31	1분기보고서	KRW	entity00109693_udf_IS_20215152018147_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)	6,621	6,621	5,311	5,311		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	1,699,609,230,406	1,699,609,230,406				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,379,047,508,549	1,379,047,508,549				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	320,561,721,857	320,561,721,857				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	120,798,250,881	120,798,250,881				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	199,763,470,976	199,763,470,976				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	41,221,621,771	41,221,621,771				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	27,803,908,658	27,803,908,658				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	29,073,913,210	29,073,913,210				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	12,940,996,338	12,940,996,338				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	entity01524093_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익	1,799,326,691	1,799,326,691				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	231,113,427,652	231,113,427,652				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	56,541,933,284	56,541,933,284				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	174,571,494,368	174,571,494,368				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	159,592,268,971	159,592,268,971				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	14,979,225,397	14,979,225,397				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 분기 기본 및 희석 주당이익	7,439	7,439				
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   우선주 분기 기본 및 희석 주당이익	7,439	7,439				
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	60,580,392,365	60,580,392,365	58,371,431,230	58,371,431,230		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	51,879,043,034	51,879,043,034	51,142,606,089	51,142,606,089		
